,amp Fixation,amp Pursuit,amp Saccade,avg_vel Fixation,avg_vel Pursuit,avg_vel Saccade,count Fixation,count Pursuit,count Saccade,duration Fixation,duration Pursuit,duration Saccade,peak_vel Fixation,peak_vel Pursuit,peak_vel Saccade
0,0.062032487237662776,0.08199241579880708,0.06006785934813744,0.07673329939736555,0.08285026267930473,0.0650099651090115,0.049092801941092334,0.05589052219705212,0.059846972242802714,0.06208739272449836,0.07459072851421833,0.07714455440470742,0.0637399657945646,0.07171387904285792,0.057206893567917125
0,0.05291618296699552,0.07981965796262025,0.06719831519479111,0.06416523302035536,0.07540172531135161,0.06723127830919877,0.05059475821081177,0.06388192629185321,0.06969270844060635,0.07586976156504976,0.06612842929336303,0.07304645258741034,0.06422684599560852,0.0694782779838777,0.060348446866106596
0,0.05657924459990378,0.06222917783887606,0.06921621201443973,0.07920450143773995,0.08570585284036282,0.05043391202260485,0.05313629179981781,0.05622691416343613,0.05871628474763774,0.07990498777720122,0.0653814882167924,0.08102485429447746,0.061600175729692,0.09046507759516638,0.05017502492185169
0,0.05145529600902694,0.0799168899809559,0.05280974236664097,0.0705509462888421,0.08542481518062547,0.046232627996760936,0.043256195728445565,0.05366257916335408,0.05874401455042675,0.0706567708846225,0.08227014672270326,0.08081642638470618,0.06430837716088761,0.10191166101473463,0.05798351056726707
0,0.056359676261721725,0.07812421571303736,0.06254382634457903,0.08516575002907853,0.07520694517549163,0.05829367233911801,0.04759810589804864,0.04991191849250045,0.06344173497513689,0.06290779221818359,0.07056681974275425,0.0795171722016919,0.07225998367583078,0.08274711388604453,0.05535527304678284
0,0.05741052475011239,0.09628031954255181,0.07084017632632122,0.07398170938630552,0.06625941263620419,0.04383669296913337,0.05225139002274656,0.0478982305224061,0.06149898689132245,0.0735801003215228,0.0792132541052379,0.07593478601021454,0.07167587797085863,0.07483828188580247,0.05450025665926003
0,0.055412254346189606,0.07553592506409552,0.0634468868192551,0.07683186991504681,0.07953177950211061,0.06900426433445388,0.04898824195180201,0.04855097587967464,0.06692333882347225,0.06316134539280241,0.07573691811163016,0.07080446088580457,0.06547316598976176,0.07166575672111261,0.06893281626278797
0,0.0650069874668138,0.07372008027179634,0.06524606208320065,0.06945543435738555,0.07415897166670553,0.060894565826952025,0.05653813669842097,0.05861072611994797,0.061786931514364166,0.06589064993396787,0.07009301661573805,0.07695935039445526,0.06527686390555734,0.07595232724651854,0.060409895898175914
0,0.06226351911089375,0.0866524577034334,0.05927451763758242,0.08228995736498916,0.08845329863503881,0.05865809652286381,0.04690155033308986,0.05133010901505366,0.05606992954242777,0.06368331025733392,0.0809820485661128,0.07642249942572844,0.05678468550792753,0.07663350163641422,0.053600518741110555
0,0.06233931502233162,0.07855929152492262,0.06422008533398828,0.06768086537191197,0.07441997890683848,0.06495252504440853,0.0573818555711232,0.059106364457626015,0.06398288421203763,0.06407304078416325,0.07115110335685605,0.0696208118940389,0.06907437913712076,0.06745507349243085,0.06598242589020202
0,0.06441305048133036,0.0783856108116713,0.07433789701691142,0.0769084393815704,0.10142044207291438,0.04903384310980069,0.044610801600949,0.043522725895359604,0.06029013625716014,0.07016286576980633,0.06195620150735692,0.07463164635655399,0.07012780552444857,0.08003291062997976,0.05016562358418716
0,0.06250776229280758,0.09655562550768929,0.06383718868997398,0.06771314390315099,0.07519984796025005,0.04627112858817479,0.04687571306558255,0.05523129319530941,0.06612967844250792,0.0830841654046406,0.06985756791560824,0.08075816222460791,0.0783977329439467,0.06748223244940574,0.040098757416344326
0,0.05762462423798806,0.07075154305669078,0.06172291176671867,0.07832552417075339,0.0777084947305877,0.06437058778073645,0.050532173202782034,0.05126147502685604,0.06551174546639772,0.07811914199385318,0.07460760533047503,0.06484380619606873,0.07621993644195141,0.0705271271657812,0.057873303432359434
0,0.05987835452936736,0.07294204029222859,0.06030068043719802,0.08118899986529476,0.08033887953795524,0.05669808070590524,0.05573133387668,0.05178416962719139,0.06024873586999808,0.06575409554969894,0.06883678488661242,0.07838790082649422,0.07365772872985756,0.08218739446509486,0.05206482080042349
0,0.05384312050877862,0.0709601549882158,0.059430381464181205,0.07551584411100419,0.07902304942403315,0.06025722202385006,0.06014748814245943,0.05513970442712812,0.06957590865120836,0.07841433135771361,0.06839862575261195,0.079838712896778,0.05953923204441179,0.07447352304894973,0.05544270115867604
0,0.06520206338031903,0.08599465801485459,0.06585066713841065,0.07926793311561134,0.06877122232279022,0.05581113537423921,0.05633167796217595,0.049352871520006156,0.04942896932045515,0.08119230967566009,0.07105937343671234,0.0703025223027606,0.07548224773426596,0.06516664505476717,0.06078570364697173
0,0.05441350854902438,0.10555991393008722,0.07107807665586252,0.07534614086291827,0.07163878738478179,0.05069556614018897,0.051543277268594846,0.04089320409599183,0.07329599310789678,0.04748987071978624,0.09548932042291987,0.07241115523862213,0.060235437529513235,0.08319994175117694,0.04670980634263505
0,0.06187115575351521,0.0730394391733145,0.07013039888327807,0.07332771662010404,0.07662856405251807,0.06242369860489697,0.05232185488869832,0.05465149976120938,0.0633705463210805,0.06785761679397867,0.07044576707735115,0.06723556799990928,0.07686754715285384,0.07457910212397474,0.055249524793317205
0,0.06138326303753457,0.07519208803559602,0.06375442297345527,0.06840363637272068,0.07756032902069228,0.06263151910645438,0.045449308158580615,0.050587116114232444,0.058950202905635025,0.07228061941273516,0.07344879694871928,0.07168901287195553,0.07585503909563242,0.07956096851432909,0.06325367743172738
0,0.056369812540135934,0.08721970018282656,0.06783981344698593,0.06546393861991526,0.07769029588200986,0.056266228545195,0.04450893088143228,0.04753235363882381,0.053147287364666174,0.07214200452092809,0.079606660278508,0.083431022674099,0.06726388179730344,0.08716820194097054,0.0543498676862001
0,0.05961244068584623,0.078698775174805,0.06882615824075498,0.07362169628446545,0.0775214932858577,0.05187569175595751,0.05244079516556846,0.046148617962699624,0.05805040148111743,0.061713853265738354,0.07790834714733084,0.07783395231157429,0.07967645096656988,0.0893808588240681,0.046690467447646294
0,0.060244460368525925,0.08309514598597044,0.06169765941852005,0.07016962441611785,0.06962438239868277,0.06176516519229924,0.06071827949251008,0.04919849203823452,0.05834965616473379,0.06784949542991088,0.07355039871485172,0.0733394284213352,0.07939392695603573,0.07073935995919796,0.06026452504307385
0,0.05940023838377791,0.07711846621062471,0.06175880911586239,0.07997178027509466,0.08155303036527502,0.05673428795413726,0.05528718106883097,0.05791853999987033,0.061014042649029834,0.05950112725007484,0.07774178232754428,0.06927770188282811,0.05918757809666282,0.08347637827047372,0.06005905614991309
0,0.06312294314837505,0.09361538805412217,0.05525884551023292,0.06410346146533216,0.07641329888108629,0.05398652730053614,0.05003115633081149,0.0471632522983765,0.07453650652013025,0.06368709274115397,0.06069746268046662,0.09903062064980568,0.05821593394695196,0.08965094274992438,0.05048656772269441
0,0.05995233965014657,0.0823005984151297,0.05747329585622771,0.08865694442728429,0.08402204394461645,0.05685257002629296,0.05285465739514761,0.04872365552905192,0.053106125327275766,0.059765043854109905,0.06385387148645214,0.08085720937219125,0.07633828409821913,0.08370383364681036,0.05153952697104439
0,0.06554758623898592,0.08420996871777836,0.060644696914689517,0.08123315991163244,0.07738684561380213,0.05299515319300181,0.0655057125684941,0.049451470902631606,0.055706386688015294,0.07394631003714143,0.0698022355741139,0.07494143776584256,0.06464168580905018,0.07484633722304297,0.04914101284177763
0,0.06143970194657332,0.0753352535774476,0.06448800952147095,0.07443993638116639,0.06056302560728157,0.06476102211829213,0.054079412773018296,0.06508317545504529,0.06334720588411656,0.06872915200120555,0.06809833946687739,0.07240968602221748,0.0756760851664953,0.07144583199936581,0.06010416207942636
0,0.06047079024347307,0.0772538705043316,0.06772200755472964,0.08298047387624889,0.08218923376419668,0.05699922219223077,0.050786922930348324,0.04930841816117322,0.05995678482843865,0.06366908574818297,0.06464427225269306,0.07748826182783636,0.0751963072944687,0.07369984107487264,0.057634507746775455
0,0.05943345998957675,0.08065564374258202,0.06350433493734502,0.07520916465532179,0.07827774182785319,0.05969270859116727,0.0548020766572394,0.05724806615863821,0.061375646695507914,0.06063786570172553,0.06636500111812543,0.08052755698922977,0.07072319844716664,0.07775909404364961,0.05378844044487138
0,0.05741902879233763,0.06900327121645079,0.06421657442052468,0.07127721851221239,0.07369165058648955,0.06427080166829864,0.05447669084440207,0.0505467170291353,0.0651098658546939,0.07233253388874457,0.07108368600975938,0.07676303214417994,0.06341032510112528,0.0858646483778557,0.0605339555537901
0,0.05355226266290007,0.07707542266637979,0.06808625863111896,0.07844798140253195,0.08885078612790055,0.04640779690111476,0.05207542879099427,0.05645264382679336,0.062310494377725845,0.0845439088767011,0.07269876277565185,0.07069418370468472,0.07394625022789052,0.06880564747082306,0.04605217155678916
0,0.059659011335281724,0.08801071291932575,0.06610982423929959,0.07212342079168609,0.08381169402288798,0.04614558554417004,0.0468583138694378,0.04436765590988673,0.05553136089967734,0.07161050244889487,0.08542611073568758,0.0967276263452918,0.059068504528257196,0.07757348978147065,0.04697618662874494
0,0.07372437056978931,0.08234603274772931,0.06723879284827455,0.08152110626291074,0.07614997179856112,0.05352428188022463,0.04332118882246988,0.041362941185901024,0.06370142402355364,0.07765076161692601,0.07177756446947331,0.06769126242029765,0.0732045752324345,0.07662786789221372,0.05015785822924048
0,0.068084913414525,0.06586243770135658,0.06297390393013677,0.07075361369663051,0.07703170761809884,0.06576939915191367,0.06676541817572768,0.058371969183278395,0.06209779092977674,0.0612998308684883,0.06507967788656693,0.07127123480554598,0.06462202665113681,0.07411339323509784,0.06590268275172005
0,0.06091456340102409,0.07120419752887773,0.06455382287597793,0.07162872676660499,0.07593920326174822,0.06534237925655122,0.0552991800903929,0.056744785358997483,0.054824116464272335,0.06186029446677763,0.070535280481723,0.08071204726667262,0.07768529637587085,0.07296484049420193,0.059791265910307145
0,0.06174605214843896,0.07708055095189116,0.059513194986942165,0.06748954485949955,0.07893180355979129,0.05513165463827271,0.04663234588559479,0.04965013393933885,0.06565799177526727,0.08041499189861119,0.07467280891794781,0.0747211737754868,0.06085890548632731,0.08889833028486005,0.05860051689172998
0,0.06461070974746921,0.0678371357370083,0.07079022106573528,0.07260907699907454,0.08763373375117396,0.05701525947661851,0.04980118334475688,0.04352625315072747,0.064941980650353,0.07518436026016599,0.09639342822792268,0.07928194375603503,0.06379640742482237,0.06201713407191663,0.044561172336219965
0,0.06009351474719078,0.08007869008834459,0.06936338049231915,0.07634511579217333,0.07232321037224111,0.04173828483628615,0.04557795077098038,0.05386567850372947,0.07082455858019504,0.06854946391525267,0.07076941583649121,0.08027563556238672,0.07657292356632078,0.08766444159589301,0.0459577353401955
0,0.0584463181043994,0.10605470042544686,0.08068942834403088,0.0626278146094947,0.08144099732552833,0.05383219540323857,0.04766244722607836,0.052346206234434534,0.06252708960009361,0.0716495258711657,0.07745094787594235,0.05635878812673752,0.06764509353823242,0.06776786484668418,0.05350058246849275
0,0.05948978928607702,0.08124867275389125,0.07258025752059032,0.07218385182219408,0.07902822433020512,0.06491909568583855,0.051172081434161375,0.050607830687999074,0.06141563384090542,0.061026715210014446,0.06626644827385002,0.08768652484074911,0.06444772426974456,0.07602205937714135,0.05190509066663834
0,0.05695399454109129,0.07626265807062801,0.06175618967218642,0.08674815992665229,0.08329385944544958,0.06338777592859515,0.05301549638835869,0.049708681695941316,0.050780035277426076,0.06642486272584525,0.06710335123828969,0.08311986047752534,0.07870158702741456,0.06562259638493848,0.057120891199657846
0,0.06407054346104135,0.06942203461170275,0.06598545827340237,0.07731655626128306,0.07517267325960135,0.063683535547124,0.05930272934299956,0.055284929006427015,0.05810090440456488,0.0766609467794669,0.0664568169927475,0.07282316947171488,0.07098453625067615,0.07197936566429126,0.05275580067295701
0,0.06202004595840018,0.07860930488117902,0.0652187400729113,0.07446733415156172,0.07439596807933714,0.05750516561383264,0.0535497786796319,0.05534427176270025,0.06317058128388471,0.06420969439949777,0.07441715180248194,0.07067277689018836,0.07115509738373144,0.07505417005368739,0.0602099189869742
0,0.05566131998243965,0.058812874411319147,0.06351658871432396,0.07595605152081947,0.051005979817672166,0.04872787386267123,0.054485864299903264,0.05432020631425598,0.05816458294865379,0.08516950915980082,0.07469024800148147,0.07590546866560577,0.09191461118544605,0.09850427883915794,0.05316454227644933
0,0.06101630683385685,0.07063853149856161,0.06766975311293875,0.08077231692637775,0.0778097894475821,0.06388331047059129,0.05029617683504662,0.0591479636571144,0.060405909344468316,0.06473380550257811,0.06484577065997923,0.06886911498186747,0.06613481327659222,0.06897352061013545,0.07480291684230993
0,0.06445463981760226,0.08109829380182096,0.06476764015338303,0.0655157204180506,0.09548082647965393,0.051998518098659297,0.05061337073449144,0.05199047334883032,0.0607681318574779,0.05933217431393937,0.07209408089588737,0.07892694622733445,0.07071752051352732,0.08146713573281361,0.05077452760652837
0,0.05745825982923741,0.1026467563003845,0.06819866904562341,0.08087014477231368,0.06596887578600288,0.04575160648872424,0.04992140346193388,0.04915761182638914,0.07245028913920164,0.06641426346323229,0.08622985653053539,0.07566753540887933,0.07390480491804291,0.06863384355282777,0.03672607947667163
0,0.058907145164641975,0.06648893674833742,0.06629772248844554,0.08265034875718416,0.07699573555158852,0.06284155353028686,0.051443212922933905,0.05710766196539412,0.06001361454504406,0.06803054537350989,0.07268997277440341,0.06937603033136885,0.0684632941235,0.0804114194500611,0.05828280627330015
0,0.059875775732686556,0.07487356418357777,0.06575861635689209,0.07510182544253691,0.08158442288044071,0.06348104428138085,0.05548777932981721,0.046923807731521404,0.059046513155419346,0.05777789907054673,0.06661179273597753,0.07592796198884717,0.07423172782186077,0.08608871059626672,0.05722855869222844
0,0.06772405618379722,0.0713480329922124,0.05994830880484397,0.07460474899623418,0.076696803838681,0.05815787631512259,0.05676908149514023,0.059642190238057585,0.06113770732047689,0.06882030078119855,0.07342725883137428,0.06490349261024794,0.06956750951483943,0.07053821868827369,0.06671441338950031
